address,地址; 演說,n
adequate,足夠的,adj
adjective,形容詞,n
adjust,校準;調整;適應,v
adjustment,調節;調整,n
administer,管理;給予;執行,v
administrate,管理;支配,v
administration,管理;經營;管理部門,n
administrative,管理的;行政的,adj
administrator,管理人;行政官員,n
admirable,值得讚揚的;絕妙的,adj
admiral,艦隊司令;,n
admiration,欽佩;羨慕,n
admire,欽佩;欣賞,v
admission,進入許可;入場費;承認,n
admit,承認;准許進入;可容納,v
adolescence,青春期,n
adolescent,青少年的;未成熟的,adj
adolescent,青少年,n
adopt,採納;收養;接受,v
adore,崇拜;愛慕,v
adult,成年的;成熟的;色情的,adj
adult,成年人,n
adulthood,成年(期,n
advance,前進;發展;預付,n
advance,推進;提升;貸(款,v
advanced,先進的;高等的,adj
advantage,優點;優勢;利益,n
adventure,冒險;冒險活動,n
adverb,副詞,n
advertise,為...做廣告;公佈,v
advertisement,廣告,n
advertiser,刊登廣告者;廣告客戶,n
advice,忠告,n
advise,勸告,v
adviser,顧問;指導教授,n
advisor,adviser,n
advocate,提倡者;擁護者,n
advocate,擁護;提倡,v
affair,事件;風流韻事;喜慶活動,n
affect,影響,v
affection,愛慕;鍾愛,n
affectionate,充滿深情的;溫柔親切的,adj
affirm,斷言;申明;堅稱,v
afford,買得起,v
afraid,害怕,adj
after,以後,adv
after,在…之後,prep
after,在...之後,conj
afternoon,下午;午後,n
afterward,之後;以後;後來,adv
afterwards,之後;後來,adv
again,再一次,adv
against,反對,prep
age,使變老;使(酒之味道變醇;使成熟,v
age,年齡,n
agency,仲介;代理,n
agenda,議程,n
agent,代理人;代理商,n
aggression,侵略;侵犯行為,n
aggressive,好鬥的;挑釁的;有進取精神的,adj
ago,以前,adv
agony,極度痛苦,n
agree,同意,v
agreeable,欣然贊同的,adj
agreement,同意,n
agricultural,農業的,adj
agriculture,農業,n
ahead,在前;向前;預先;事前,adv
AI,人工智慧,n
aid,幫助;助手;助聽器,n
aid,有助於,v
aim,目標;目的,n
aim,瞄準;對準,v
air,空氣,n
aircraft,航空器;飛機,n
airline,航空公司,n
airmail,航空郵件,n
airplane,飛機,n
airport,飛機場,n
airtight,密閉的;無懈可擊的,adj
airway,風道;氣道;航空公司,n
aisle,通道;走道,n
alarm,警鈴;警報;驚慌,n
alarm,向...報警;使驚慌不安,v
album,相簿;集郵簿;唱片集,n
alcohol,酒精;酒,n
alcoholic,含酒精的;酗酒的,adj
alcoholic,酒鬼,n
alert,警惕的;機敏的,adj
alert,警戒;警報;警戒狀態,n
alert,向...報警;使警覺,v
algebra,代數,n
alien,外國的;外國人的,adj
alien,外國人;外星人,n
alienate,使疏遠;離間,v
alike,相似的,adj
alike,一樣地;相似地,adv
alive,活著的;活躍的,adj
all,所有的;全部,adj
all,完全地;(比分等雙方相等,adv
all,全體,n
allergic,過敏的,adj
allergy,過敏症,n
alley,小巷;後街,n
alliance,結盟;聯盟,n
alligator,短吻鱷,n
allocate,分派;分配,v
allow,允許,v
allowance,津貼;零用錢,n
ally,同盟國;同盟者,n
ally,使結盟;使聯姻,v
almond,杏仁,n
almost,幾乎,adv
alone,單獨的;孤單的,adj
alone,單獨地;獨自地,adv
along,向前;一起;帶著;來到;去到,adv
along,沿著,prep
alongside,在旁邊;沿著,adv
alongside,在...旁邊;沿著...的邊,prep
aloud,大聲地,adv
alphabet,字母,n
already,已經,adv
also,也,adv
alter,改變;修改,v
alternate,輪流的,adj
alternate,代替者;候補者,n
alternate,輪流,v
alternative,兩者(或若干中擇一的,adj
alternative,選擇的自由(或餘地,n
although,雖然,conj
altitude,高度;海拔,n
altogether,完全地;總共,adv
aluminum,鋁,n
always,總是,adv
am,是,v
amateur,業餘的;外行的,adj
amateur,業餘從事者;外行,n
amaze,使大為驚奇,v
amazement,驚奇;詫異,n
ambassador,大使,n
ambiguity,意義不明確;模稜兩可的話,n
ambiguous,含糊不清的,adj
ambition,野心,n
ambitious,有野心的,adj
ambulance,救護車,n
ambush,埋伏;伏擊,n
ambush,埋伏下;伏擊,v
amiable,和藹可親的,adj
amid,在...之間;在...之中,prep
amidst,在...之中;在...中間,prep
among,在...之中,prep
amount,總數,n
amount,合計;共計,v
ample,大量的;充裕的,adj
amplify,放大(聲音等;擴大,v
amuse,逗...高興,v
amusement,樂趣;消遣,n
analects,文選;論集,n
analogy,相似;類推;類比,n
analysis,分析,n
analyst,分析師,n
analytical,分析的,adj
analyze,分析,v
ancestor,祖宗;祖先,n
anchor,錨;靠山;電視新聞節目主持人,n
anchor,拋錨;繫住;主持電視新聞節目,v
anchorman,男主播,n
anchorwoman,女主播,n
ancient,古代的,adj
and,和；及；而；就,conj
anecdote,軼事;祕史,n
angel,天使,n
anger,生氣,n
angle,角度,n
angry,生氣的,adj
animal,動物,n
animate,有生命的;活潑的;有活力的,adj
animate,賦予生命;繪製(卡通影片,v
ankle,腳踝,n
anniversary,周年紀念日,n
announce,宣佈,v
announcement,宣佈,n
annoy,惹惱;使生氣;使煩惱,v
annoyance,惱怒;打擾;討厭的東西(或人,n
annual,一年一次的;每年的,adj
anonymous,匿名的,adj
another,另一個,adj
answer,回答,v
answer,答案,n
ant,螞蟻,n
antarctic,南極的;南極區的,adj
Antarctic,南極區,n
antenna,觸角;觸鬚;天線,n
anthem,國歌;頌歌,n
antibiotic,抗生的;抗菌的,adj
antibiotic,抗生素;抗菌素,n
antibody,抗體,n
anticipate,預期;預先考慮到,v
anticipation,預期,n
antique,年代久遠的;古董的,adj
antique,古物;古董;古風,n
antonym,反義字,n
anxiety,焦慮;掛念,n
anxious,焦慮的;掛念的,adj
any,任何的,adj
any,(用於疑問句,adv
anyhow,無論如何;總之,adv
anyplace,任何地方(=anywhere,adv
anytime,在任何時候,adv
anyway,不管怎樣,adv
anywhere,任何地方,adv
apart,分開地;相間隔地,adv
apartment,公寓,n
ape,模仿,v
ape,大猩猩,n
apologize,道歉,v
apology,道歉,n
apparent,明顯的;顯而易見的,adj
appeal,呼籲;懇求,n
appeal,呼籲;懇求,v
appear,出現,v
appearance,出現;顯露;外貌,n
appetite,胃口;食慾,n
applaud,向...鼓掌;稱讚,v
applause,鼓掌歡迎;喝采,n
apple,蘋果,n
appliance,用具;裝置;設備,n
applicable,合用的;可實施的,adj
applicant,申請人,n
application,申請,n
apply,塗;敷;應用,v
appoint,任命;指派,v
appointment,(尤指正式的約會;約定,n
appreciate,感謝;賞識,v
appreciation,欣賞;鑑賞;賞識,n
apprentice,學徒;生手,n
apprentice,當學徒,v
approach,靠近;方法;門徑,n
approach,接近;靠近,v
appropriate,適當的;恰當的,adj
approval,批准;認可,n
approve,同意;贊許,v
approximate,近似的;大概的,adj
approximate,接近;近似;大致估計,v
April,四月,n
apron,圍裙;工作裙,n
apt,易於...的;恰當的;聰明的,adj
aptitude,傾向;習性;天資,n
aquarium,養魚缸;水族館,n
arch,拱門;拱形,n
arch,使成弧形;拱起,v
architect,建築師,n
architecture,建築學,n
arctic,北極的;北極區的,adj
Arctic,北極地帶;北極圈,n
are,是,v
area,地區;面積,n
arena,體育場;競技場,n
argue,爭論,v
argument,爭論,n
arise,升起,v
arithmetic,算術的,adj
arithmetic,算術;計算,n
arm,用武器裝備;提供;配備;,v
arm,手臂,n
armchair,扶手椅子,n
armor,盔甲;裝甲;(動、植物保護層,n
armor,穿盔甲(或加裝甲;提供防禦,v
arms,武器;戰爭;戰鬥;兵役,n
army,軍隊;大群,n
around,到處,adv
around,差不多;環繞,prep
arouse,喚起;激動;叫醒,v
arrange,排列;整理,v
arrangement,安排;準備工作,n
arrest,逮捕;遏止,n
arrest,逮捕;拘留,v
arrival,到達,n
arrive,到達,v
arrogant,傲慢的;自大的,adj
arrow,箭;箭號,n
art,藝術,n
artery,動脈;要道,n
article,文章;條款,n
articulate,發音清晰的;口才好的,adj
articulate,清晰地講話;相互連貫,v
artifact,人工製品;手工藝品,n
artificial,人工的,adj
artist,藝術家,n
artistic,藝術的,adj
as,跟...一樣地,adv
as,以…的身份；作為,prep
as,依照;當...時,conj
ascend,登高;上升;,v
ash,灰,n
ashamed,羞愧的,adj
aside,在旁邊;到(或向旁邊,adv
ask,問,v
asleep,睡著的,adj
aspect,方面;觀點,n
aspirin,阿斯匹靈(解熱鎮痛藥,n
ass,驢子;笨蛋;太自負的人,n
assassinate,暗殺;詆毀,v
assault,暴行;攻擊;抨擊;施暴,n
assault,攻擊;抨擊;施暴,v
assemble,集合;召集,v
assembly,集會;集合,n
assert,斷言;堅持,v
assess,估價;評價,v
assessment,估價;評價,n
asset,財產;資產,n
assign,分配;分派,v
assignment,(分派的任務;工作;(課外作業,n
assist,幫助;協助,v
assistance,幫助;協助,n
assistant,助手,n
associate,夥伴的;共事的;副的;聯合的,adj
associate,夥伴;同事,n
associate,聯想;把...聯想在一起,v
association,協會;公會;社團,n
assume,假定,v
assumption,假設;擔任,n
assurance,保證,n
assure,向...保證;擔保,v
asthma,氣喘(病;哮喘,n
astonish,使吃驚;使驚訝,v
astonishment,驚訝;驚愕,n
astray,迷路的;離開正道的,adj
astray,迷路;離開正道,adv
astronaut,太空人;宇航員,n
astronomer,天文學家,n
astronomy,天文學,n
asylum,收容院;避難所;政治庇護,n
at,在,prep
athlete,運動員;體育家,n
athletic,運動的;體育的;行動敏捷的,adj
atmosphere,大氣;氣氛,n
atom,原子,n
atomic,原子的,adj
attach,裝上;貼上;使附屬,v
attachment,連接;安裝;附著;附屬物;附件;扣押;扣押令,n
attack,攻擊,n
attack,進攻;襲擊,v
attain,達到;獲得,v
attainment,達到;獲得;到達;成就;學識;才能,n
attempt,企圖;嘗試,n
attempt,試圖;企圖,v
attend,出席;參加;照料;伴隨,v
attendance,出席;出席人數;侍候,n
attendant,出席的;伴隨的;侍候的,adj
attendant,出席者;陪從;服務員,n
attention,注意;專心,n
attic,頂樓;閣樓,n
attitude,態度,n
attract,吸引,v
attraction,吸引;吸引力,n
attractive,有吸引力的;引人注目的,adj
auction,拍賣,n
auction,拍賣,v
audience,聽眾,n
audio,聽覺的;聲音的,adj
auditorium,會堂;禮堂,n
August,八月,n
aunt,姨媽;姑媽,n
auntie,(aunt 的暱稱伯母;嬸母;姑母;姨母;舅母,n
aunty,(aunt 的暱稱伯母;嬸母;姑母;姨母;舅母,n
authentic,可信的;真實的,adj
author,作者;作家,n
author,開創;發起;著作;編寫,v
authority,職權;官方,n
authorize,授權給;批准,v
auto,汽車,n
autobiography,自傳,n
autograph,(尤指名人的親筆簽名,n
autograph,親筆簽名於,v
automatic,自動的;習慣性的,adj
automobile,汽車,n
autonomy,自治;自治權;自治團體,n
autumn,秋季,n
auxiliary,輔助者;助動詞,n
available,可用的;可得到的;有效的,adj
avenue,大街;大道,n
average,平均的,adj
average,平均;平均數,n
average,算出...的平均數;使平衡;,v
aviation,航空;飛行,n
avoid,避免,v
await,等候;期待,v
awake,醒著的,adj
awake,喚醒,v
awaken,醒;覺醒;喚起,v
award,獎;獎品,n
award,授予,v
aware,知道的;察覺的,adj
away,離開,adv
awe,敬畏;畏怯,n
awe,使敬畏;使畏怯,v
awesome,令人敬畏的;非凡的,adj
awful,可怕的,adj
awhile,片刻,adv
awkward,笨拙的;尷尬的,adj
ax,斧,n
ax,用斧劈;解雇,v
axe,ax,n
axe,ax,v
baby,嬰兒,n
baby-sit,當臨時保姆,v
baby-sitter,保姆,n
bachelor,單身漢,n
back,後面的;拖欠的;過去的,adj
back,向後;追溯;回覆;贊助,v
back,回原處,adv
back,背部;後面,n
backbone,脊柱;支柱;骨幹,n
background,背景,n
backpack,背包,n
backpack,把...放入背包;,v
backward,向後的;落後的,adj
backward,向後地;落後地,adv
backwards,向後;倒;逆;往回;向原處,adv
bacon,燻豬肉,n
bacteria,細菌,n
bad,壞的,adj
badge,徽章;證章,n
badly,壞;拙劣地,adv
badminton,羽毛球,n
bag,袋子,n
baggage,行李,n
bait,餌,n
bait,置餌於,v
bake,烘;烤,v
bakery,麵包店,n
balance,平衡,n
balance,使平衡,v
balcony,陽臺,n
bald,禿頭的,adj
ball,使成球形; 呈球狀,v
ball,球,n
ballet,芭蕾舞,n
balloon,像氣球般鼓起(或膨脹;乘氣球上升;激增,v
balloon,汽球,n
ballot,選票;候選人名單,n
ballot,投票;投票表決,v
bamboo,竹子,n
ban,禁止;禁令,n
ban,禁止;取締,v
banana,香蕉,n
band,樂團;樂隊,n
bandage,繃帶,n
bandage,用繃帶包紮,v
bandit,強盜;土匪,n
bang,砰地;驀地;突然;恰好;正好,adv
bang,猛擊;猛撞,n
bang,發出砰的一聲;砰地敲,v
bank,存(款於銀行;築堤防護;堆積,v
bank,銀行;堤;岸,n
banker,銀行家;莊家,n
bankrupt,破產的;已完全失敗的,adj
bankrupt,破產者;赤貧者,n
bankrupt,使破產;使赤貧,v
banner,旗幟;橫幅;大標題,n
banquet,盛宴,n
banquet,宴請,v
bar,閂住;阻攔;禁止,v
bar,棒,n
barbarian,野蠻(人的,adj
barbarian,野蠻人,n
barbecue,烤肉,n
barbecue,(在戶外烤;炙(肉類,v
barber,男理髮師,n
barbershop,理髮店,n
bare,裸的;僅僅的,adj
bare,露出,v
barefoot,赤腳的,adj
barefoot,赤著腳地,adv
barely,僅僅;勉強,adv
bargain,交易;廉價,n
bargain,討價還價,v
bark,吠聲,n
bark,狗叫,v
barn,穀倉;糧倉,n
barometer,晴雨表;顯示變化的事物,n
barrel,大桶,n
barren,貧瘠的;荒蕪的;不妊的,adj
barrier,障礙物;路障,n
base,以...為基地,v
base,基;底;基部,n
baseball,棒球,n
basement,地下室,n
basic,基本的,adj
basics,基礎;基本原理(或原則,n
basin,臉盆;盆地,n
basis,基礎,n
basket,籃子,n
basketball,籃球,n
bass,低沈的;男低音的,adj
bass,男低音;低音樂器;鱸魚,n
bat,揮打;眨(眼,v
bat,球棒;蝙蝠,n
batch,一批;一群;一爐;一團,n
bath,洗澡,n
bathe,洗澡,v
bathroom,廁所;浴室,n
batter,打擊手;糊狀物,n
batter,連續猛擊;搗毀;把...用舊,v
battery,電池,n
battle,戰鬥;戰役,n
battle,與...作戰,v
bay,海灣,n
bazaar,(中東的市場;商店街;義賣,n
BBQ,烤肉,v
be,是;要;有;在,v
beach,將(船等拖上岸,v
beach,海灘,n
bead,有孔小珠,n
bead,用珠裝飾,v
beak,鳥嘴,n
beam,橫樑;光束,n
beam,以樑支撐;用...照射,v
bean,豆莢;豆子,n
bear,承受,v
bear,熊,n
beard,鬍子,n
beast,野獸,n
beat,擊敗;敲擊,v
beat,敲打;敲擊聲;心跳聲;滴答聲;拍子,n
beautiful,漂亮的,adj
beautify,使更加美麗;美化,v
beauty,美貌;美人,n
because,因為,conj
beckon,(招手或點頭示意;召喚,v
become,變成,v
bed,床,n
bedroom,臥房,n
bee,蜜蜂,n
beef,牛肉,n
beep,嗶嗶的聲音,n
beep,作嗶嗶聲;吹警笛,v
beer,啤酒,n
beetle,甲蟲,n
before,較早;以前;曾經;在前;向前,adv
before,在…之前,prep
before,在...以前;與其...寧可;否則,conj
beforehand,事先;提前地,adv
beg,乞討;懇求,v
beggar,乞丐,n
begin,開始,v
beginner,新手,n
behalf,代表,n
behave,舉動;守規矩,v
behavior,行為,n
behind,在背後;向背後;遲;落後,adv
behind,在…後面,prep
being,存在;生存;生命;本質,n
belief,相信;信仰,n
believable,可信的,adj
believe,相信,v
bell,鈴;鐘,n
belly,腹部,n
belong,屬於,v
belongings,財產;攜帶物品,n
beloved,心愛的,adj
beloved,心愛的人,n
below,在下面;到下面,adv
below,在…之下,prep
belt,腰帶,n
belt,用皮帶抽打;環繞;猛擊,v
bench,長凳;長椅,n
bend,彎;曲;俯,n
bend,折彎;轉彎,v
beneath,在...之下,prep
beneficial,有益的;有利的,adj
benefit,利益;好處,n
benefit,對...有益,v
berry,莓果,n
beside,在...旁側,prep
besides,並且,adv
besides,除...之外,prep
besiege,圍攻;圍困;煩擾,v
best,最好的;最熟練的;最適當的,adj
best,打敗;勝過,v
best,最好地;最適當地;最;極,adv
best,最好;最佳;最好,n
bet,打賭,n
bet,以(錢;物等打賭,v
betray,背叛;出賣,v
better,較佳的;更好的;更適當的,adj
better,改善;提高;超過;變得較好,v
better,更好地;更適當地,adv
better,(人或事物較優者,n
between,在中間;介乎兩者之間,adv
between,在…和…之間,prep
beverage,飲料,n
beware,當心;提防,v
beyond,在更遠處,adv
beyond,越出;晚於;在...那一邊,prep
bias,偏見;成見;斜線,n
bias,使存偏見,v
Bible,聖經,n
bicycle,腳踏車,n
bid,出價,n
bid,吩咐;(拍賣中喊價,v
big,大的,adj
bike,腳踏車,n
bill,帳單;,n
bill,記入帳,v
billion,(美國十億,n
bind,捆;綁,v
bingo,賓果遊戲,n
binoculars,雙筒望遠鏡,n
biochemistry,生物化學,n
biography,傳記,n
biological,生物的;生物學的,adj
biology,生物學,n
bird,鳥,n
birth,出生;起源,n
biscuit,(美國小麵包,n
bit,小片,n
bite,咬,v
bite,咬,n
bitter,苦的;嚴酷的,adj
bizarre,奇異的;異乎尋常的,adj
black,黑色的,adj
black,黑色;美國黑人,n
blackboard,黑板,n
blacksmith,鐵匠,n
blade,刀片;葉片;葉片狀物,n
blame,責備;指責;責任,n
blame,歸咎於,v
blank,空白的;空的;無內容的;茫然的,adj
blank,空白,n
blanket,毯子,n
blanket,(似用毯覆蓋;掩蓋,v
blast,(一陣疾風;突然吹奏;爆破,n
blast,炸開;吹奏;嚴厲批評,v
blaze,火焰;火災;光輝;掃射,n
blaze,燃燒;閃耀;炫示,v
bleach,漂白;漂白劑,n
bleach,漂白;曬得褪色;使脫色,v
bleak,荒涼的;陰冷的;無希望的,adj
bleed,流血,v
blend,混合;混雜;交融;混合物,n
blend,使混和,v
bless,祝福;保佑,v
blessing,祈神賜福;祝福,n
blind,瞎的,adj
blind,使看不見;使失明;使失去理智,v
blink,眨眼睛;一瞬間,n
blink,眨眼睛;閃爍,v
blizzard,大風雪,n
block,阻塞,v
block,街區,n
blond,白膚金髮碧眼的,adj
blond,白膚金髮碧眼的人,n
blonde,白膚金髮碧眼的,adj
blonde,白膚金髮碧眼的女人,n
blood,血,n
bloody,流血的,adj
bloom,開花,n
bloom,開花;興盛,v
blossom,花;開花,n
blossom,開花;發展成,v
blot,墨水漬;污漬;污點,n
blot,污損(名譽;(用吸墨紙吸乾,v
blouse,女裝短上衣,n
blow,吹,v
blow,吹動,n
blue,藍色的,adj
blue,藍色,n
blues,藍調;憂鬱,n
blunder,大錯,n
blunder,犯大錯;出漏子,v
blunt,鈍的;遲鈍的;直率的,adj
blunt,使鈍;使遲鈍;減弱,v
blur,模糊;模糊不清的事物,n
blur,使模糊不清;使朦朧,v
blush,臉紅,n
blush,臉紅,v
board,木板;膳食;車上;船上;,n
board,上車;上船,v
boast,吹牛;大話,n
boast,吹牛;誇耀,v
boat,小船,n
bodily,肉體的;身體的;有形的,adj
bodily,親身地;以肉體形式;整體地,adv
body,身體,n
bodyguard,保鏢;護衛隊,n
bog,沼澤;泥塘,n
bog,陷入泥沼;動彈不得,v
boil,沸騰;煮沸;翻滾,n
boil,(水等沸騰;開;滾,v
bold,無畏的;大膽的,adj
bolt,門栓;螺栓;電光;衝撞,n
bolt,閂上;用螺栓拴緊;吞吃;衝出,v
bomb,炸彈,n
bomb,轟炸;投彈;慘敗,v
bombard,砲擊;不斷攻擊;連續提出問題,v
bond,結合力;束縛,n
bond,以...作抵押;使...黏合,v
bondage,奴隸身分;奴役;束縛,n
bone,骨頭,n
bonus,獎金;額外津貼;分紅,n
bony,骨的;似骨的,adj
book,預訂;預雇;預約;登記,v
book,書本,n
bookcase,書架,n
boom,隆隆聲;景氣;激增;暴漲,n
boom,發出隆隆聲;激增;暴漲;興旺,v
boost,一舉;一抬;推動;促進,n
boost,舉;抬;推動;促進,v
boot,(長筒靴,n
boot,開機,v
booth,(有篷的貨攤;崗亭;(餐廳等雅座,n
border,邊緣;邊境,n
border,毗鄰;接界,v
bore,令人討厭的人(或事物,n
bore,使厭煩,v
boredom,無聊;厭倦,n
born,出生的;誕生的,adj
borrow,借,v
bosom,胸;乳房;(衣服的襟;胸懷,n
boss,老闆,n
boss,指揮;作威作福,v
botany,植物學;(總稱一個地區的植物,n
both,兩者,adj
both,並;又;兩者皆,adv
bother,煩惱;麻煩;使人煩惱的人(或事物,n
bother,煩擾,v
bottle,瓶子,n
bottle,把...裝入瓶中;約束;抑制(感情;隱藏,v
bottom,最低的;最後的,adj
bottom,基於,v
bottom,底部;屁股,n
boulevard,林蔭大道;大馬路,n
bounce,彈;反彈,n
bounce,彈起;彈回,v
bound,跳躍;領域;界限,n
bound,與...接界;跳躍;彈回,v
boundary,邊界;分界線;界限,n
bout,(拳擊等比賽;較量;(疾病等發作,n
bow,弓,n
bow,鞠躬,v
bowel,腸;內部;深處,n
bowl,碗,n
bowling,保齡球戲,n
box,把...裝箱(或盒等,v
box,箱;盒;匣,n
boxer,拳擊手;拳師;拳師狗,n
boxing,拳擊;拳術;裝箱,n
boy,男孩,n
boycott,聯合抵制,n
boycott,聯合抵制,v
boyhood,(男姓的童年,n
bra,奶罩,n
brace,支柱;大括號;(牙齒矯正器,n
brace,支撐;做好準備,v
bracelet,手鐲;臂鐲,n
braid,髮辮;穗帶,n
braid,編成辮子;編成穗帶;編結,v
brain,腦;智力;頭腦,n
brake,煞車,n
brake,煞車;制動,v
branch,樹枝;支部,n
branch,出枝;分支;分岔,v
brand,商標,n
brand,印...商標於,v
brass,黃銅製的;黃銅色的,adj
brass,黃銅,n
brassiere,胸罩,n
brave,勇敢的,adj
bravery,勇敢;勇氣,n
bread,麵包,n
breadth,寬度;幅度;寬宏,n
break,斷裂;中斷;打破（記錄）,v
break,暫停,n
breakdown,故障;損壞;崩潰;分析,n
breakfast,吃早餐; 為...供應早餐,v
breakfast,早餐,n
breakthrough,突圍;突破;突破性進展,n
breakup,分裂;關係破裂;解體,n
breast,乳房,n
breath,呼吸;氣息;微風,n
breathe,呼吸,v
breed,品種,n
breed,使繁殖;飼養,v
breeze,微風,n
breeze,吹著微風,v
brew,釀製飲料,n
brew,釀造;醞釀著,v
bribe,賄賂,n
bribe,向...行賄,v
brick,磚塊,n
bride,新娘,n
bridegroom,新郎,n
bridge,架橋於;把...連結(或彌合起來,v
bridge,橋,n
brief,短暫的,adj
brief,概要;訴書;短而緊的內褲;簡報,n
brief,簡報;作...的提要,v
briefcase,公事包,n
bright,光亮的,adj
bright,明亮地;歡快地,adv
brilliant,明亮的;才華橫溢的;傑出的,adj
bring,帶來,v
brink,邊;邊緣,n
brisk,輕快的;興旺的;寒冷而清新的,adj
broad,寬廣的,adj
broadcast,廣播;廣播節目;散佈;播種,n
broadcast,廣播,v
broaden,變寬;變闊;擴大,v
brochure,小冊子,n
broil,烤;炙,v
broke,一文不名的;破了產的,adj
bronze,青銅製的;青銅色的,adj
bronze,青銅;青銅製品;古銅色,n
brooch,女用胸針(或領針,n
brood,一窩孵出的雛鳥;一家的孩子們,n
brood,孵蛋;籠罩;沈思;沮喪,v
brook,小河;小溪,n
broom,掃帚,n
broth,(用肉、蔬菜等煮成的湯,n
brother,兄;弟,n
brotherhood,兄弟關係;同志關係,n
brow,眉頭;眉毛,n
brown,褐色的;棕色的,adj
brown,變成褐色(或棕色,v
brown,棕色,n
browse,瀏覽,n
browse,瀏覽,v
bruise,青腫;(水果等碰傷;挫傷,n
bruise,使受瘀傷;碰傷(水果;挫傷(感情,v
brunch,早午餐,n
brush,刷子,n
brush,刷,v
brutal,野蠻的;粗暴的,adj
brute,畜生的;畜生般的;殘忍的,adj
brute,畜生;殘暴的人,n
bubble,水泡;氣泡,n
bubble,沸騰;冒泡,v
buck,雄性動物(鹿,n
bucket,水桶,n
buckle,帶釦;搭鉤,n
buckle,扣住;垮掉;讓步,v
bud,葉芽;花蕾;少女,n
bud,使發芽,v
budget,預算,n
budget,把...編入預算,v
buffalo,水牛,n
buffet,自助餐,n
bug,在...安裝竊聽器;煩擾;激怒,v
bug,小蟲,n
build,建造;蓋,v
building,建築物,n
bulb,電燈泡,n
bulge,腫脹;凸塊;增長,n
bulge,膨脹;凸起;裝滿,v
bulk,體積;容積;大塊;大多數,n
bulky,體積大的;笨重的,adj
bull,公牛,n
bullet,子彈,n
bulletin,公報;公告,n
bully,恃強欺弱者;惡霸,n
bully,脅迫;欺侮,v
bump,重擊;猛撞,n
bump,碰;撞,v
bun,小圓麵包,n
bunch,串;束,n
bundle,捆;大量,n
burden,重擔;負擔,n
burden,加重壓於,v
bureau,事務處,n
bureaucracy,官僚政治;(總稱官僚,n
burger,漢堡牛肉餅,n
burglar,夜賊;破門盜竊者,n
